disease_names,where,count
"NLRP3-related_disorder;Autoinflammatory_syndrome;Kidney_disorder;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome;Cryopyrin_associated_periodic_syndrome",center,1
"NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,1
"NLRP3-related_disorder;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",center,1
"NLRP3-related_disorder;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",center,1
"NLRP3-related_disorder;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",center,1
"Nephrolithiasis/nephrocalcinosis;Arts_syndrome;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Phosphoribosylpyrophosphate_synthetase_superactivity;Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_Neuropathy_X",center,1
Nephronophthisis_19;Autosomal_recessive_nonsyndromic_hearing_loss_66;Isolated_neonatal_sclerosing_cholangitis,center,45
Nephronophthisis_19;Autosomal_recessive_nonsyndromic_hearing_loss_66;Isolated_neonatal_sclerosing_cholangitis;DCDC2-related_disorder,center,1
Nephronophthisis_19;Isolated_neonatal_sclerosing_cholangitis;Autosomal_recessive_nonsyndromic_hearing_loss_66,center,2
Nephrotic_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,center,1
Nephrotic_syndrome;MYH9-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,center,1
"Neurodevelopmental_disorder_with_hypotonia,_neuropathy,_and_deafness",center,42
"Neurodevelopmental_disorder_with_hypotonia,_neuropathy,_and_deafness;Inborn_genetic_diseases",center,12
"Neurodevelopmental_disorder_with_hypotonia,_neuropathy,_and_deafness;SPTBN4-related_disorder",center,3
Nonsyndromic_Deafness,center,5
Nonsyndromic_Deafness;Autosomal_recessive_nonsyndromic_hearing_loss_53,center,1
"Nonsyndromic_Hearing_Loss,_Dominant",center,18
"Nonsyndromic_Hearing_Loss,_Dominant;Branchiootorenal_Spectrum_Disorders",center,7
"Nonsyndromic_Hearing_Loss,_Dominant;Dilated_Cardiomyopathy,_Dominant",center,3
"Nonsyndromic_Hearing_Loss,_Dominant;Hearing_loss,_autosomal_recessive",center,8
"Nonsyndromic_Hearing_Loss,_Dominant;Hearing_loss,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37",center,1
"Nonsyndromic_Hearing_Loss,_Dominant;MYH9-related_disorder",center,6
"Nonsyndromic_Hearing_Loss,_Dominant;Retinitis_pigmentosa-deafness_syndrome;Hearing_loss,_autosomal_recessive",center,1
"Nonsyndromic_Hearing_Loss,_Dominant;Stickler_Syndrome,_Dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_1;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",center,1
"Nonsyndromic_Hearing_Loss,_Mixed",center,19
"Nonsyndromic_Hearing_Loss,_Mixed;Autosomal_recessive_nonsyndromic_hearing_loss_39",center,1
"Nonsyndromic_Hearing_Loss,_Mixed;Seizures,_Sensorineural_Deafness,_Ataxia,_Intellectual_Disability,_and_Electrolyte_Imbalance_Syndrome",center,2
Nonsyndromic_genetic_hearing_loss,center,71
Nonsyndromic_genetic_hearing_loss,left,1
Nonsyndromic_genetic_hearing_loss;Auditory_neuropathy_spectrum_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_12,center,3
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,center,2
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_22;Rare_genetic_deafness,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_2A,center,1
"Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Rare_genetic_deafness",center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_9,center,2
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Retinal_dystrophy;Usher_syndrome_type_1,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A,center,7
"Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma",center,1
"Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;nonsyndromic_sensorineural_hearing_loss",center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_21;Autosomal_dominant_nonsyndromic_hearing_loss_12,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_21;Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_28,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_3,center,2
"Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_3;Deafness,_with_smith-magenis_syndrome",center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_77,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_84B;OTOGL-related_disorder,center,1
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,4
Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_9;Rare_genetic_deafness,center,1
"Nonsyndromic_genetic_hearing_loss;Connective_tissue_disorder;COL11A2-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",center,1
"Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A",center,1
Nonsyndromic_genetic_hearing_loss;Hearing_impairment;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_3,center,1
"Nonsyndromic_genetic_hearing_loss;Hearing_loss,_autosomal_dominant_90;nonsyndromic_sensorineural_hearing_loss",center,1
"Nonsyndromic_genetic_hearing_loss;Hearing_loss,_autosomal_recessive",center,1
"Nonsyndromic_genetic_hearing_loss;Hearing_loss,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_36;TMC1-related_disorder;Rare_genetic_deafness",center,1
"Nonsyndromic_genetic_hearing_loss;Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9",center,1
"Nonsyndromic_genetic_hearing_loss;Hearing_loss,_autosomal_recessive;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Nonsyndromic_genetic_hearing_loss;Hereditary_palmoplantar_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Palmoplantar_keratoderma-deafness_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hearing_loss,_autosomal_recessive;Nonsyndromic_Deafness;Hearing_impairment",center,1
"Nonsyndromic_genetic_hearing_loss;Hereditary_palmoplantar_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Palmoplantar_keratoderma-deafness_syndrome;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",center,1
"Nonsyndromic_genetic_hearing_loss;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Nonsyndromic_genetic_hearing_loss;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Nonsyndromic_genetic_hearing_loss;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;GJB2-related_disorder;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
Nonsyndromic_genetic_hearing_loss;Inborn_genetic_diseases;OTOF-related_disorder,center,1
Nonsyndromic_genetic_hearing_loss;MYO15A-related_disorder,center,1
Nonsyndromic_genetic_hearing_loss;MYO15A-related_disorder;Inborn_genetic_diseases,center,1
Nonsyndromic_genetic_hearing_loss;OTOF-related_disorder,center,1
"Nonsyndromic_genetic_hearing_loss;Progressive_sensorineural_hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A",center,1
Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness,center,4
Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A,center,1
Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,1
Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Inborn_genetic_diseases,center,1
Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;X-linked_mixed_hearing_loss_with_perilymphatic_gusher,center,1
Nonsyndromic_genetic_hearing_loss;Retinitis_pigmentosa;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,center,1
Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1D,center,1
Noonan_syndrome_1,center,1
"OPA1-related_disorder;Abortive_cerebellar_ataxia;Autosomal_dominant_optic_atrophy_classic_form;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy",center,1
"OPA1-related_disorder;Abortive_cerebellar_ataxia;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Optic_atrophy;Progressive_proximal_muscle_weakness;Ptosis;EMG_abnormality;EMG:_myopathic_abnormalities;Muscle_weakness;Elevated_circulating_creatine_kinase_concentration;EMG:_myotonic_runs;Hypomimic_face;Hepatic_steatosis",center,1
"OPA1-related_disorder;Autosomal_dominant_optic_atrophy_classic_form;Glaucoma,_normal_tension,_susceptibility_to;Abortive_cerebellar_ataxia;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Optic_atrophy;Retinal_dystrophy;Mitochondrial_disease;3-Methylglutaconic_aciduria_type_3;Tip-toe_gait;See_cases",center,1
"OPA1-related_disorder;Optic_atrophy;Centronuclear_myopathy;Mitochondrial_disease;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
"OPA1-related_disorder;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy",center,2
OTOA-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_22,center,2
OTOF-related_disorder,center,25
OTOF-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,12
"OTOF-related_disorder;Hearing_loss,_autosomal_recessive",center,1
OTOF-related_disorder;Inborn_genetic_diseases,center,1
OTOF-related_disorder;Nonsyndromic_genetic_hearing_loss,center,1
OTOF-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,1
OTOF-related_disorder;Rare_genetic_deafness;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_9,center,1
OTOG-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_18B,center,6
OTOG-related_disorder;Hearing_loss,center,1
OTOG-related_disorder;Meniere_disease;Autosomal_recessive_nonsyndromic_hearing_loss_18B,center,2
OTOG-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_18B,center,2
OTOGL-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_84B,center,1
OTOGL-related_disorder;Hearing_impairment,center,1
Ocular_albinism_with_congenital_sensorineural_hearing_loss,center,1
Optic_atrophy,center,3
Optic_atrophy;Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome,center,1
"Optic_atrophy;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
Optic_atrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
Optic_atrophy;Usher_syndrome_type_2A,center,1
Optic_atrophy;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;WFS1-related_disorder;Inborn_genetic_diseases;Wolfram-like_syndrome;Type_2_diabetes_mellitus;Cataract_41;Wolfram_syndrome,center,1
Optic_atrophy;Wolfram_syndrome_1;Cataract_41;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus,center,1
Optic_atrophy;Wolfram_syndrome_1;WFS1-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss;Rare_genetic_deafness,center,1
Optic_atrophy;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Cataract_41;Monogenic_diabetes;WFS1-Related_Spectrum_Disorders,center,1
"Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy",center,25
"Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
"Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Abortive_cerebellar_ataxia",center,3
"Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Glaucoma,_normal_tension,_susceptibility_to;Autosomal_dominant_optic_atrophy_classic_form;Abortive_cerebellar_ataxia;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type)",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Inborn_genetic_diseases",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;COL11A2-related_disorder",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2",center,2
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_53",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53",center,2
"Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_1;Nonsyndromic_Hearing_Loss,_Dominant;Stickler_Syndrome,_Dominant",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Stickler_Syndrome,_Dominant",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53",center,1
"Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2",center,1
