disease_names,mut_type,count
"Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Hearing_impairment",DEL,1
"Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ichthyosis,_hystrix-like,_with_hearing_loss",SNP,1
Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hearing_impairment,SNP,1
Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A,SNP,1
"Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",SNP,1
Hearing_loss;GJB2-related_disorder,SNP,1
Hearing_loss;Mutilating_keratoderma,SNP,1
"Hearing_loss;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss",SNP,1
"Hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Mutilating_keratoderma;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss",SNP,1
Hearing_loss;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4,SNP,1
Hearing_loss;Rare_genetic_deafness,SNP,1
"Hearing_loss;Rare_genetic_deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss",SNP,1
"Hearing_loss;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_Deafness;Nonsyndromic_genetic_hearing_loss",INS,1
"Hearing_loss;Sensorineural_hearing_loss_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A",SNP,1
Hearing_loss;USH2A-related_disorder,SNP,1
Hereditary_ataxia;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1,SNP,1
Hereditary_cancer-predisposing_syndrome;Acute_myeloid_leukemia;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Inborn_genetic_diseases,SNP,1
Hereditary_cancer-predisposing_syndrome;Acute_myeloid_leukemia;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Myelodysplastic_syndrome,SNP,1
"Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome",SNP,9
"Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome;POLD1-related_disorder",SNP,2
"Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome",SNP,15
"Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome;Immunodeficiency_120",SNP,11
"Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome;Immunodeficiency_120;Familial_colorectal_cancer_type_X;Polymerase_proofreading-related_adenomatous_polyposis",SNP,1
Hereditary_cancer-predisposing_syndrome;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections,SNP,1
Hereditary_cancer-predisposing_syndrome;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,DEL,1
Hereditary_cancer-predisposing_syndrome;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,SNP,1
"Hereditary_cancer-predisposing_syndrome;Immunodeficiency_120;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome",SNP,2
"Hereditary_cancer-predisposing_syndrome;Immunodeficiency_120;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome;POLD1-related_disorder",SNP,1
Hereditary_cancer-predisposing_syndrome;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,SNP,1
Hereditary_cancer-predisposing_syndrome;Mandibular_hypoplasia-deafness-progeroid_syndrome,SNP,1
"Hereditary_cancer-predisposing_syndrome;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10",SNP,7
"Hereditary_cancer-predisposing_syndrome;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Endometrial_carcinoma",SNP,1
"Hereditary_cancer-predisposing_syndrome;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120",SNP,4
Hereditary_cancer-predisposing_syndrome;Mandibular_hypoplasia-deafness-progeroid_syndrome;Micrognathia,SNP,1
"Hereditary_cancer-predisposing_syndrome;POLD1-related_disorder;Hereditary_cancer;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome",SNP,1
"Hereditary_cancer-predisposing_syndrome;POLD1-related_disorder;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10",SNP,1
Hereditary_hearing_loss_and_deafness,DEL,2
Hereditary_hearing_loss_and_deafness,SNP,2
"Hereditary_hearing_loss_and_deafness;Autosomal_dominant_nonsyndromic_hearing_loss;Hearing_loss,_autosomal_dominant_76",SNP,1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome,SNP,1123
Hereditary_sensory_neuropathy-deafness-dementia_syndrome,DEL,29
Hereditary_sensory_neuropathy-deafness-dementia_syndrome,INS,11
Hereditary_sensory_neuropathy-deafness-dementia_syndrome,OTHER,6
"Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",SNP,16
Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Charcot-Marie-Tooth_disease,SNP,1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome;DNMT1-related_disorder,SNP,12
"Hereditary_sensory_neuropathy-deafness-dementia_syndrome;DNMT1-related_disorder;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",SNP,1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome;DNMT1-related_disorder;Inborn_genetic_diseases,SNP,1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases,SNP,42
Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases,INS,1
"Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",SNP,2
"Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Beckwith-Wiedemann_syndrome",SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B,SNP,5
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B,DEL,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;GJB6-related_disorder,SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;X-linked_mixed_hearing_loss_with_perilymphatic_gusher,SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1B,SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_dominant_nonsyndromic_hearing_loss_3B,SNP,4
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A,SNP,2
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher,SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3B,SNP,1
Hidrotic_ectodermal_dysplasia_syndrome;GJB6-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B,SNP,3
Hidrotic_ectodermal_dysplasia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_dominant_nonsyndromic_hearing_loss_3B,SNP,1
High_myopia-sensorineural_deafness_syndrome,SNP,8
"History_of_neurodevelopmental_disorder;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome;Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_Neuropathy_X",SNP,1
Hydrops-lactic_acidosis-sideroblastic_anemia-multisystemic_failure_syndrome;Rare_genetic_deafness;LARS2-related_disorder;LARS2-Related_Disorders;Inborn_genetic_diseases;Perrault_syndrome;Perrault_syndrome_4,SNP,1
"Hypertensive_disorder;Hearing_impairment;Proteinuria;Myopia;Hematuria;Hematuria,_benign_familial,_1;Autosomal_recessive_Alport_syndrome;Alport_syndrome;Benign_familial_hematuria",SNP,1
Hypoglycemia;Global_developmental_delay;Hepatomegaly;Seizure;Sensorineural_hearing_loss_disorder;Usher_syndrome_type_1B,SNP,1
Hypokalemic_tubulopathy_and_deafness,SNP,11
"Hypoparathyroidism,_deafness,_renal_disease_syndrome",SNP,149
"Hypoparathyroidism,_deafness,_renal_disease_syndrome",DEL,25
"Hypoparathyroidism,_deafness,_renal_disease_syndrome",INS,18
"Hypoparathyroidism,_deafness,_renal_disease_syndrome;GATA3-related_disorder",SNP,2
"Hypoparathyroidism,_deafness,_renal_disease_syndrome;GATA3-related_disorder",INS,1
"Hypoparathyroidism,_deafness,_renal_disease_syndrome;Hearing_impairment",SNP,1
"Hypoparathyroidism,_deafness,_renal_disease_syndrome;Inborn_genetic_diseases",SNP,1
"Hypoparathyroidism,_deafness,_renal_disease_syndrome;Neurodevelopmental_disorder",SNP,1
Hypoplasia_of_the_brainstem;Amblyopia;Joubert_syndrome;Congenital_cerebellar_hypoplasia;Cerebellar_hemisphere_hypoplasia;Delayed_speech_and_language_development;Motor_delay;Congenital_sensorineural_hearing_impairment,SNP,1
"IFAP_syndrome_1,_with_or_without_BRESHECK_syndrome",SNP,1
ILDR1-related_disorder;Childhood_onset_hearing_loss,SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",SNP,18
"Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;GJB2-related_disorder",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A",SNP,12
"Ichthyosis,_hystrix-like,_with_hearing_loss;Hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Sensorineural_hearing_loss_disorder;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive;Hereditary_palmoplantar_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss",SNP,1
"Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Deafness;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment;See_cases",SNP,1
"Immunodeficiency_120;Colorectal_cancer,_susceptibility_to,_10;Mandibular_hypoplasia-deafness-progeroid_syndrome;Hereditary_cancer-predisposing_syndrome",SNP,1
"Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Familial_colorectal_cancer;Hereditary_cancer-predisposing_syndrome",SNP,1
"Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome",SNP,6
"Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;POLD1-related_disorder;Hereditary_cancer-predisposing_syndrome",SNP,4
"Immunodeficiency_120;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;POLD1-related_disorder;Hereditary_cancer-predisposing_syndrome;Carcinoma_of_colon",SNP,1
Inborn_genetic_diseases,SNP,1265
Inborn_genetic_diseases,DEL,2
Inborn_genetic_diseases,INS,2
"Inborn_genetic_diseases;3-methylglutaconic_aciduria_with_deafness,_encephalopathy,_and_Leigh-like_syndrome",SNP,16
"Inborn_genetic_diseases;Abortive_cerebellar_ataxia;Glaucoma,_normal_tension,_susceptibility_to;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Autosomal_dominant_optic_atrophy_classic_form",SNP,1
Inborn_genetic_diseases;Acute_myeloid_leukemia;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Myelodysplastic_syndrome,SNP,2
Inborn_genetic_diseases;Aldosterone-producing_adenoma_with_seizures_and_neurological_abnormalities;Sinoatrial_node_dysfunction_and_deafness,SNP,2
"Inborn_genetic_diseases;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Hereditary_sensory_neuropathy-deafness-dementia_syndrome",SNP,2
Inborn_genetic_diseases;Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,2
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_12,SNP,2
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,SNP,4
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_15,SNP,2
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,SNP,5
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_20,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,SNP,2
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3,SNP,3
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_25,SNP,4
"Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_28;Corneal_dystrophy,_posterior_polymorphous,_4;Nail_and_teeth_abnormalities-marginal_palmoplantar_keratoderma-oral_hyperpigmentation_syndrome",SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_2A,SNP,4
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1B,SNP,1
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_4A,SNP,15
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_4A;Peripheral_neuropathy-myopathy-hoarseness-hearing_loss_syndrome,SNP,3
Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_9,SNP,1
"Inborn_genetic_diseases;Autosomal_recessive_distal_renal_tubular_acidosis;Renal_tubular_acidosis,_distal,_3,_with_or_without_sensorineural_hearing_loss",SNP,1
Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_102,SNP,1
Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12,SNP,2
Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,3
"Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",SNP,2
Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_15,SNP,1
Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autosomal_dominant_nonsyndromic_hearing_loss_3B,SNP,1
