disease_names,tt,count
Hearing_impairment;Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7,transition,1
Hearing_impairment;Renal_tubular_acidosis_with_progressive_nerve_deafness,transition,1
Hearing_impairment;Retinal_dystrophy,transition,2
Hearing_impairment;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,1
Hearing_impairment;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,transversion,1
Hearing_impairment;Sensorineural_deafness_with_mild_renal_dysfunction;Bartter_disease_type_4A,transversion,1
Hearing_impairment;Usher_syndrome_type_1,transition,1
Hearing_impairment;Usher_syndrome_type_1,transversion,1
Hearing_impairment;Usher_syndrome_type_1;CDH23-related_disorder,transversion,1
Hearing_impairment;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,transition,1
Hearing_impairment;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,transversion,1
Hearing_impairment;Usher_syndrome_type_2A;Usher_syndrome;Progressive_cone_dystrophy_(without_rod_involvement);Retinitis_pigmentosa,transversion,1
Hearing_loss,transversion,3
"Hearing_loss,_X-linked_1",transversion,4
"Hearing_loss,_X-linked_1",transition,3
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_Neuropathy_X",transition,1
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_disease_X-linked_recessive_5",transition,1
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome;History_of_neurodevelopmental_disorder;Charcot-Marie-Tooth_Neuropathy_X",transition,1
"Hearing_loss,_X-linked_1;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome",transversion,3
"Hearing_loss,_X-linked_1;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome",transition,1
"Hearing_loss,_X-linked_4",transversion,8
"Hearing_loss,_X-linked_4",transition,7
"Hearing_loss,_X-linked_4;SMPX-related_disorder",transition,1
"Hearing_loss,_X-linked_6",transition,40
"Hearing_loss,_X-linked_6",transversion,13
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria",transversion,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",transversion,3
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",transition,2
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transversion,5
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transition,2
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Inborn_genetic_diseases;Cryopyrin_associated_periodic_syndrome",transversion,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",transversion,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transition,9
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transversion,5
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome",transition,2
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome",transversion,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Cryopyrin_associated_periodic_syndrome",transition,2
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Cryopyrin_associated_periodic_syndrome",transversion,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome",transversion,1
"Hearing_loss,_autosomal_dominant_37",transition,10
"Hearing_loss,_autosomal_dominant_37",transversion,7
"Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1;Marshall_syndrome;Stickler_syndrome_type_2",transition,4
"Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1;Stickler_syndrome_type_2",transversion,1
"Hearing_loss,_autosomal_dominant_37;Hearing_impairment",transversion,1
"Hearing_loss,_autosomal_dominant_37;Inborn_genetic_diseases",transition,1
"Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Fibrochondrogenesis_1;Marshall_syndrome",transition,1
"Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Stickler_syndrome_type_2",transition,1
"Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2;Marshall_syndrome",transition,1
"Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2;Marshall_syndrome",transversion,1
"Hearing_loss,_autosomal_dominant_73",transition,5
"Hearing_loss,_autosomal_dominant_73",transversion,5
"Hearing_loss,_autosomal_dominant_73;Autosomal_recessive_nonsyndromic_hearing_loss_84A",transition,2
"Hearing_loss,_autosomal_dominant_90",transition,1
"Hearing_loss,_autosomal_dominant_90;Autosomal_recessive_nonsyndromic_hearing_loss_30",transition,2
"Hearing_loss,_autosomal_dominant_90;Autosomal_recessive_nonsyndromic_hearing_loss_30;Inborn_genetic_diseases",transition,1
"Hearing_loss,_autosomal_recessive",transition,35
"Hearing_loss,_autosomal_recessive",transversion,19
"Hearing_loss,_autosomal_recessive;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Gaucher_disease_due_to_saposin_C_deficiency;Sphingolipid_activator_protein_1_deficiency;Krabbe_disease_due_to_saposin_A_deficiency;Metachromatic_leukodystrophy;Retinitis_pigmentosa-deafness_syndrome;Galactosylceramide_beta-galactosidase_deficiency",transition,1
"Hearing_loss,_autosomal_recessive;Auditory_neuropathy_spectrum_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_9",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_12;Retinitis_pigmentosa-deafness_syndrome",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_23",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_3",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Rare_genetic_deafness",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_7",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_7",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9",transversion,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9;Rare_genetic_deafness",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9;Rare_genetic_deafness;OTOF-related_disorder;Nonsyndromic_genetic_hearing_loss",transition,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_sensorineural_hearing_loss",transition,1
"Hearing_loss,_autosomal_recessive;Bilateral_sensorineural_hearing_impairment",transition,2
"Hearing_loss,_autosomal_recessive;CABP2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_93",transversion,1
"Hearing_loss,_autosomal_recessive;Congenital_sensorineural_hearing_impairment",transition,1
"Hearing_loss,_autosomal_recessive;Deafness",transition,8
"Hearing_loss,_autosomal_recessive;Deafness",transversion,6
"Hearing_loss,_autosomal_recessive;Deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2",transversion,1
"Hearing_loss,_autosomal_recessive;Hearing_impairment",transition,1
"Hearing_loss,_autosomal_recessive;Inborn_genetic_diseases",transition,2
"Hearing_loss,_autosomal_recessive;Nonsyndromic_Hearing_Loss,_Dominant;Retinitis_pigmentosa-deafness_syndrome",transition,1
"Hearing_loss,_autosomal_recessive;Nonsyndromic_genetic_hearing_loss;Deafness",transition,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome",transition,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome;Deafness",transition,1
"Hearing_loss,_autosomal_recessive;Pituitary_adenoma_5,_multiple_types",transition,1
"Hearing_loss,_autosomal_recessive;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
"Hearing_loss,_autosomal_recessive;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_3",transition,1
"Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome",transition,2
"Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome;Nonsyndromic_Hearing_Loss,_Dominant",transition,2
"Hearing_loss,_autosomal_recessive;Sensorineural_deafness_with_mild_renal_dysfunction;Bartter_disease_type_4A;Bartter_syndrome",transition,1
"Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1B;Retinitis_pigmentosa-deafness_syndrome;Nonsyndromic_Hearing_Loss,_Dominant",transition,1
"Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D",transition,1
"Hearing_loss,_autosomal_recessive_106;Autosomal_recessive_nonsyndromic_hearing_loss_102",transition,1
"Hearing_loss,_autosomal_recessive_110",transition,1
"Hearing_loss,_autosomal_recessive_110",transversion,1
"Hearing_loss,_autosomal_recessive_110;Autosomal_dominant_nonsyndromic_hearing_loss_9",transversion,3
"Hearing_loss,_autosomal_recessive_110;Autosomal_dominant_nonsyndromic_hearing_loss_9",transition,1
"Hearing_loss,_autosomal_recessive_110;Autosomal_dominant_nonsyndromic_hearing_loss_9;Prelingual_sensorineural_hearing_impairment",transition,1
"Hearing_loss,_autosomal_recessive_110;Hearing_impairment",transition,1
"Hearing_loss,_autosomal_recessive_113",transversion,2
"Hearing_loss,_autosomal_recessive_113",transition,1
"Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",transition,1
"Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",transversion,1
"Hearing_loss,_autosomal_recessive_113;Nonsyndromic_genetic_hearing_loss",transition,1
"Hearing_loss,_autosomal_recessive_57",transversion,8
"Hearing_loss,_autosomal_recessive_57",transition,7
"Hearing_loss,_autosomal_recessive_57;PDZD7-related_disorder;Usher_syndrome_type_2A;Usher_syndrome_type_2C",transition,1
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome,_type_IIC,_GPR98/PDZD7_digenic",transition,1
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",transition,3
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",transversion,1
"Hearing_loss,_autosomal_recessive_94",transition,1
"Hearing_loss,_autosomal_recessive_94",transversion,1
"Hearing_loss,_autosomal_recessive_94;Combined_oxidative_phosphorylation_defect_type_24",transition,1
"Hearing_loss,_autosomal_recessive_94;Combined_oxidative_phosphorylation_defect_type_24",transversion,1
"Hearing_loss,_autosomal_recessive_94;Combined_oxidative_phosphorylation_defect_type_24;Inborn_genetic_diseases",transversion,2
"Hearing_loss,_autosomal_recessive_94;Inborn_genetic_diseases",transition,1
"Hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment;See_cases;Nonsyndromic_Deafness",transition,1
"Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_impairment",transversion,1
"Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ichthyosis,_hystrix-like,_with_hearing_loss",transition,1
Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hearing_impairment,transition,1
Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A,transversion,1
"Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",transition,1
Hearing_loss;GJB2-related_disorder,transition,1
Hearing_loss;Mutilating_keratoderma,transversion,1
"Hearing_loss;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss",transversion,1
"Hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Mutilating_keratoderma;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss",transversion,1
Hearing_loss;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4,transition,1
Hearing_loss;Rare_genetic_deafness,transition,1
"Hearing_loss;Rare_genetic_deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss",transversion,1
"Hearing_loss;Sensorineural_hearing_loss_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A",transition,1
Hearing_loss;USH2A-related_disorder,transition,1
Hereditary_ataxia;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1,transition,1
Hereditary_cancer-predisposing_syndrome;Acute_myeloid_leukemia;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Inborn_genetic_diseases,transition,1
Hereditary_cancer-predisposing_syndrome;Acute_myeloid_leukemia;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Myelodysplastic_syndrome,transition,1
